Issue Type^Issue key^Issue id^Summary^Custom field (QA Contact)^Assignee^Component/s^Component/s^Component/s^Priority^Created^Status^Resolved^Resolution
Improvement^ENG-277971^671814^Panacea: Highlight suspected instances of ENG-269432^kern.qian^russell.creech^Panacea^^^Major - P2^07/Jan/20 10:53 PM^Pending Review^^
Bug^ENG-277931^671745^Networking broken on el7 AHV because multiple devices want to be called eno1^jonathan.davies^jonathan.davies^AHV^^^Critical - P1^07/Jan/20 5:10 PM^Resolved^23/Jan/20 10:33 PM^Fixed
Bug^ENG-277038^669577^acli host.enter_maintenance_mode should work with either IP or hostname^acropolis^shruthi.racha^AHV-Management^^^Major - P2^03/Jan/20 7:31 AM^Open^^
Improvement^ENG-276917^669408^Increase frequency of AHV SAR logs^ahv-eng^ani.sinha^AHV^^^Major - P2^02/Jan/20 5:23 PM^Pending Merge^^
Bug^ENG-276873^669236^ha: change ha state from highlyAvailable when num_remaining_host_failures_to_tolerate changes to 1^scheduler-eng^asa.frank^AHV-Management^^^Major - P2^02/Jan/20 2:26 PM^Open^^
Improvement^ENG-276853^669230^acropolis guardrail for kNewNode^scheduler-eng^scheduler-eng^AHV-Management^^^Major - P2^02/Jan/20 12:56 PM^Open^^
Improvement^ENG-276707^668855^AHV: Add VM migration progress details in logs^dli^ivan.teterevkov^AHV^^^Major - P2^31/Dec/19 2:40 AM^Open^^
Improvement^ENG-276476^667925^Panacea: Detect ISB-094^bruce.gao^nishant.verma^Panacea^^^Minor - P3^28/Dec/19 2:16 AM^Open^^
Bug^ENG-276358^667440^Ergon crash due to IDF having 2 Lac+ tasks^anand.patil^asifali.jamadar^Ergon^^^Critical - P1^27/Dec/19 11:01 AM^Need Info^^
Improvement^ENG-275967^666819^Remove core dumps older than 3 months^ahv-eng^ani.sinha^AHV^^^Major - P2^24/Dec/19 5:53 PM^In Progress^^
Bug^ENG-275952^666686^"Image List API call fails with ""message"": ""Internal Server Error. list index out of range"""^saurabh.dohare^shashank.kumar^AHV-Management^^^Major - P2^24/Dec/19 3:37 PM^Open^^
Bug^ENG-275781^666357^VirtIO - Lack of VPD_BLOCK_LIMITS support breaks BitLocker in 2019^bruce.gao^peter.turschm^AHV^^^Critical - P1^23/Dec/19 8:11 PM^Open^^
Bug^ENG-274959^664359^AHV: Investigate possible causes for VM migrate task returning before migration completes^dli^ivan.teterevkov^AHV^^^Major - P2^19/Dec/19 2:40 AM^Open^^
Improvement^ENG-274854^664122^"Gyldendal A/S | Need ""Power off Actions"" option to be available on multiple VMs at once"^kern.qian^jsims^AHV-Management^^^Minor - P3^18/Dec/19 6:21 PM^Open^^
Bug^ENG-274301^662866^Out-of-Memory failure on firstboot due to pressure-d issue.^karthik.venkateshmal^asheesh.kwatra^AHV^^^Blocker - P0^17/Dec/19 4:27 AM^Closed^18/Jan/20 3:05 AM^Fixed
Bug^ENG-274248^662625^Improve messaging when a UVM has vga_console is set to false^glenn.ryan^glenn.ryan^AHV-Management^^^Major - P2^16/Dec/19 11:44 PM^Resolved^11/Jan/20 11:10 AM^Fixed
Bug^ENG-273600^660816^[GPU HA] Test failed to restart the VMs as apart of HAfailover^bhawani.singh^nitin.badam^AHV-Management^^^Critical - P1^12/Dec/19 5:01 PM^Closed^13/Dec/19 11:59 PM^Fixed
Bug^ENG-273008^659357^X722 firmware with LLDP disabled causes AHV crash on boot^karthik.venkateshmal^raphael.norwitz^AHV^^^Blocker - P0^11/Dec/19 12:40 AM^Resolved^21/Jan/20 5:43 PM^Fixed
Improvement^ENG-273000^659262^Nutanix Virt-who not pushing AHV host to Satellite when having config files for both  ESXi and AHV under /etc/virt-who.d/^ahv-eng^amir.eibagi^AHV-Management^^^Major - P2^11/Dec/19 12:23 AM^Open^^
Bug^ENG-272607^658268^Acropolis deadlock during initialisation (telemetry manager and host manager)^bhuvnesh.jain^robert^AHV-Management^^^Critical - P1^09/Dec/19 10:59 PM^Closed^20/Dec/19 9:29 AM^Fixed
Bug^ENG-271242^655121^NFS client object in _poll_loop causing Genesis to consume roughly 100% CPU  ^acropolis-catalog^mladen.drobnjakovic^AHV-Management^Infrastructure^LCM^Critical - P1^03/Dec/19 7:06 PM^Open^^
Improvement^ENG-271232^655113^Enable HA reservation page shows a wrong value for reserved memory^dipika.darshan^jsims^AHV-Management^^^Major - P2^03/Dec/19 5:30 PM^Open^^
Bug^ENG-270655^653809^"[Uhura] Uhura crashing with ""CRITICAL vm_base_task.py: Found duplicate VM entity in task entity list"""^saurabh.jain^syam.mohan^Uhura^^^Critical - P1^29/Nov/19 1:06 PM^Resolved^31/Dec/19 10:08 AM^Fixed
Bug^ENG-270645^653799^[ERGON] dispatcher libraries should use task iterator for listing^bhuvnesh.jain^monica.jeyachandran^AHV-Management^Ergon^^Critical - P1^29/Nov/19 12:30 PM^Closed^26/Dec/19 1:27 PM^Fixed
Bug^ENG-270376^652862^"Acropolis stats_publisher stuck after node down for multiple days, failing to publish virtual_network data to arithmos"^acropolis^amit.singh^AHV-Management^^^Critical - P1^28/Nov/19 1:13 AM^Need Info^^
Improvement^ENG-270027^652298^Ergon Task should have basic attributes indexed in IDF^saurabh.jain^vistaar.juneja^AHV-Management^Ergon^^Critical - P1^26/Nov/19 4:41 PM^Reopened^^
Bug^ENG-269432^650760^Fix for host_gpu entity publishing (ENG-222034) causes acropolis master initialization deadlock^kern.qian^shyam.rajendran^AHV-Management^^^Critical - P1^23/Nov/19 1:58 AM^Resolved^24/Jan/20 9:10 PM^Fixed
Bug^ENG-269333^650525^Typo in printing usage section of the script - remove_image_catalog^karthik.aridevan^suraj.kasi^AHV-Management^^^Major - P2^22/Nov/19 3:30 PM^Open^^
Improvement^ENG-269157^650065^Customer requests for the ability to schedule certain VMs to restart automatically based on a configurable schedule^ahv-eng^luke.congdon^AHV^Prism Central^^Minor - P3^22/Nov/19 4:27 AM^Open^^
Bug^ENG-268795^649563^[AHV-PF] AHV upgrade from el6 to el7 failed due to satadom IO errors^amit.singh^daniel.shubin^AHV^^^Critical - P1^21/Nov/19 5:11 AM^Closed^09/Dec/19 11:41 PM^Fixed
Improvement^ENG-268677^649350^NCC check for EXT4 corruption signature on AHV boot device. Maybe we can improvise and use ENG-231407?^ncc-torch-bearer^^AHV^NCC^^Minor - P3^20/Nov/19 5:36 PM^Open^^
Improvement^ENG-268672^649345^PXE UEFI improvement^ahv-eng^prerna.saxena^AHV^^^Critical - P1^20/Nov/19 4:55 PM^Open^^
Improvement^ENG-268595^649291^acropolis: acropolis master should FATAL when it cannot connect to local ssh to the host for a long time^dipika.darshan^manikandan.selvagane^AHV-Management^^^Critical - P1^20/Nov/19 12:59 PM^Open^^
Bug^ENG-268562^648965^acropolis: improve logging in vmdisk scanner code path^chandan.thakur^raghu.rapole^AHV-Management^^^Major - P2^20/Nov/19 10:57 AM^Open^^
Bug^ENG-268559^648964^acropolis: improve vmdisk scanner logic for validating vm/vg config ^chandan.thakur^Sai.Vishalk^AHV-Management^^^Major - P2^20/Nov/19 10:45 AM^Open^^
Improvement^ENG-268510^649050^Panacea: parse log bundle to report on life cycle of VMs and hosts^kern.qian^nishant.verma^Panacea^^^Major - P2^20/Nov/19 4:05 AM^Open^^
Bug^ENG-268375^648643^Uhura VmDestroy task should succeed if the VM is already deleted.^annrose.cyriac^syam.mohan^Uhura^^^Critical - P1^19/Nov/19 4:26 PM^Resolved^19/Dec/19 10:14 PM^Fixed
Improvement^ENG-266615^644073^Request for Proactive HA on Nutanix^dipika.darshan^scheduler-eng^AHV-Management^^^Major - P2^12/Nov/19 1:08 PM^Open^^
Bug^ENG-266320^643285^acropolis: fix UEFI clone^dli^prerna.saxena^AHV-Management^^^Blocker - P0^11/Nov/19 4:26 PM^Resolved^15/Jan/20 8:08 PM^Fixed
Bug^ENG-266177^643213^VM powering ON on the host having hotspot.^scheduler-eng^aramesh^AHV-Management^^^Major - P2^11/Nov/19 11:15 AM^Open^^
Improvement^ENG-265778^640874^AHV: Log image conversion progress^acropolis-catalog^abhijit.khopkar^AHV-Management^^^Minor - P3^08/Nov/19 3:11 AM^Open^^
Improvement^ENG-265749^640940^Reduce IDF calls and memory in task_scanner^monica.jeyachandran^vistaar.juneja^Ergon^^^Major - P2^07/Nov/19 11:59 PM^Open^^
Bug^ENG-265678^640437^Guardrail Needed: A bad response from libvirtd on a single host should be prevented from bringing down an entire cluster^acropolis^manikandan.selvagane^AHV-Management^^^Critical - P1^07/Nov/19 6:42 PM^Open^^
Bug^ENG-265260^640006^Traceback received while running Panacea on cluster^bruce.gao^tao.guan^Panacea^^^Critical - P1^06/Nov/19 12:59 PM^Reopened^^
Improvement^ENG-265255^640001^[AHV-mgmt][AHV] Have a watchdog daemon or monitor service to bring up iscsi_redirector if it goes down ^ahv-eng^^AHV^AHV-Management^^Critical - P1^06/Nov/19 12:40 PM^Open^^
Improvement^ENG-264989^639034^PRISM VM creation uses hot-add by default without being able to uncheck^Sai.Vishalk^chandan.thakur^AHV-Management^Uhura^^Critical - P1^05/Nov/19 4:49 PM^Open^^
Improvement^ENG-264825^638903^Augment RPCs and acli commands for adjusting vNIC rx_queue_size^saumitra.paulchoudhu^gasmith^AHV-Management^^^Major - P2^05/Nov/19 7:09 AM^Pending Merge^^
Bug^ENG-264397^637889^OVS active-standby bond sometimes sends traffic out standby interface^raghavendran.nagaraj^ivan.teterevkov^AHV^^^Critical - P1^01/Nov/19 10:57 PM^Resolved^09/Jan/20 6:51 PM^Fixed
Bug^ENG-263988^636933^AHV 20170830.171 is missing in host-bundle-el6.nutanix.20170830.337-metadata.json. ^ahv-eng^bruce.gao^AHV^^^Critical - P1^30/Oct/19 8:46 PM^Resolved^01/Nov/19 10:18 PM^Fixed
Bug^ENG-263286^635168^Image update for Quest KACE SMA fails on AHV with invalid footer^bruce.gao^amandeep.chabra^AHV-Management^^^Major - P2^25/Oct/19 3:05 PM^Need Info^^
Bug^ENG-262848^634134^LCM AHV el6->el7 upgrade failed on CO cluster:  lcm_ops_by_host encountered exception ^bruce.gao^bruce.gao^AHV^^^Critical - P1^24/Oct/19 5:55 AM^Closed^07/Nov/19 6:36 AM^Fixed
Bug^ENG-269813^634078^Simpson Thacher & Bartlett- Adding VM to project (post ESXi to AHV conversion)  fails with - Edit Conflict :please retry change.^Sai.Vishalk^Sai.Vishalk^AHV-Management^^^Major - P2^24/Oct/19 3:02 AM^Pending Merge^^
Improvement^ENG-262382^633137^HA in healing because of EMM needs to trigger and alert immediately after it knows EMM cannot succeed.^dipika.darshan^infra_torch_bearer^AHV-Management^^^Critical - P1^22/Oct/19 11:19 PM^In Progress^^
Bug^ENG-262118^632378^API v3 returns 500 internal error when creating the image with the 'X-Nutanix-Checksum' option^milan.shah^mladen.drobnjakovic^AHV-Management^^^Major - P2^22/Oct/19 2:28 AM^Open^^
Bug^ENG-261700^631762^volume_group GET APIs should not create charges on PE^kern.qian^lonnie.hutchinson^AHV-Management^^^Critical - P1^19/Oct/19 4:52 AM^Closed^10/Jan/20 3:13 AM^Fixed
Bug^ENG-261593^631473^acropolis times out on reaching max number of http connections. ^acropolis^amir.eibagi^AHV-Management^^^Critical - P1^18/Oct/19 4:21 PM^Resolved^24/Jan/20 2:23 AM^Fixed
Improvement^ENG-260981^629887^[New] AOS Pre-upgrade Check: AHV - AOS Pre-upgrade Check to verify the compatibility of the current AHV with the AHV bundled with AOS trying to upgrade to.^acropolis^yunting.xiang^AHV^^^Major - P2^16/Oct/19 7:25 PM^In Progress^^
Improvement^ENG-260797^629459^Flip the UI logic to fetch for all images not owned by PC in Image Import PC^shashank.kumar^jsims^AHV-Management^^^Major - P2^16/Oct/19 5:41 AM^Resolved^19/Oct/19 2:38 AM^Fixed
Bug^ENG-259882^627422^"Remove x86 drivers for Windows Server 2008 r2, 2012, 2012 r2 and 2016 from virtio iso"^bruce.gao^peter.turschm^AHV^^^Major - P2^11/Oct/19 7:27 PM^Open^^
Improvement^ENG-259446^626641^Need better mechanism to determine Acropolis master and Libvirt timeout for HA actions ^dipika.darshan^scheduler-eng^AHV-Management^^^Critical - P1^10/Oct/19 2:30 PM^Open^^
Improvement^ENG-259312^626363^Additional field options while taking VM snapshot^kern.qian^luke.congdon^AHV-Management^^^Minor - P3^10/Oct/19 3:32 AM^Open^^
Bug^ENG-259141^625641^"Image list fails -- ""message"": ""Internal Server Error. kNotFound: Could not find images: <IMAGE_UUID>"^guillermo.zapatamond^mladen.drobnjakovic^AHV-Management^^^Critical - P1^09/Oct/19 12:54 PM^Resolved^23/Jan/20 4:15 AM^Fixed
Bug^ENG-259029^625194^Image creation fails if source_url points to local NFS container and contains a space^saurabh.dohare^mladen.drobnjakovic^AHV-Management^Stargate^^Minor - P3^09/Oct/19 3:02 AM^Pending Merge^^
Bug^ENG-258868^624660^Panacea only extracts one host into report for logbay uploads^swetha.vempali^nishant.verma^Panacea^^^Blocker - P0^08/Oct/19 1:45 AM^Closed^25/Oct/19 3:42 PM^Fixed
Bug^ENG-258807^624601^CVMs for the Nodes with node_type set to kAhvNeverSchedulable missing in the Prism VM list^amir.eibagi^amir.eibagi^AHV-Management^Nutanix Insights^^Critical - P1^07/Oct/19 6:18 PM^Pending Review^^
Bug^ENG-258694^623787^"""Morgans financial Pty LTD"" - can not open vm console when connect to PE via PC"^kern.qian^jsims^AHV-Management^^^Major - P2^07/Oct/19 6:47 AM^Need Info^^
Improvement^ENG-258234^622652^Add visual indication in Prism for Agent VMs^kern.qian^team-pm^AHV-Management^^^Major - P2^03/Oct/19 2:37 PM^Open^^
Improvement^ENG-257967^622125^Add Guest OS as custom focus element in PE^kern.qian^jsims^AHV-Management^^^Minor - P3^02/Oct/19 9:31 PM^Open^^
Improvement^ENG-257317^619686^Feature to regulate bandwidth usage between CVM and vCenter. ^saurabh.jain^parth.gupta1^Uhura^^^Critical - P1^30/Sep/19 10:08 AM^Open^^
Bug^ENG-256869^618953^Uhura Code Incorrect on AOS 5.10.x^jazzmine.lee^syam.mohan^Uhura^^^Major - P2^27/Sep/19 2:38 AM^Resolved^05/Nov/19 11:50 AM^Fixed
Bug^ENG-256601^618708^uhura need to gracefully handle host down situation ^syam.mohan^syam.mohan^Uhura^^^Major - P2^26/Sep/19 11:07 AM^Closed^14/Nov/19 3:41 PM^Fixed
Bug^ENG-256455^618249^Modification of KEX Algorithms used by Paramiko for Image SFTP Server^acropolis^robert^AHV-Management^Security^^Critical - P1^26/Sep/19 12:36 AM^Resolved^02/Jan/20 11:10 PM^Fixed
Improvement^ENG-256421^618205^We should warn customers when they try to delete VMs that have 3rd party snapshots present^kern.qian^team-pm^AHV-Management^^^Major - P2^25/Sep/19 10:02 PM^Open^^
Improvement^ENG-255763^616357^PXE boot support for UEFI-enabled guest VMs on AHV^bruce.gao^dli^AHV^^^Major - P2^23/Sep/19 11:42 PM^Open^^
Bug^ENG-254757^614114^Mitigate CVE-2019-14835 vhost-net error during migration^bruce.gao^malcolm.crossley^AHV^^^Major - P2^18/Sep/19 8:14 PM^Resolved^04/Oct/19 3:35 AM^Fixed
Improvement^ENG-253358^611044^Logbay: Additional AHV logs to collect^ambarish.soman^russell.creech^AHV^NCC^^Major - P2^13/Sep/19 3:52 AM^Closed^30/Dec/19 12:33 PM^Fixed
Bug^ENG-253319^611096^Remove restriction to filter image by type when creating VMs.^vivekanandan.k^chris.guan^AHV-Management^^^Critical - P1^13/Sep/19 1:04 AM^Resolved^06/Nov/19 4:25 AM^Fixed
Bug^ENG-252511^608520^Cosmetic: wrong translation of Japanese on Prism UI^kazuya.kubo^chris.guan^AHV-Management^^^Minor - P3^10/Sep/19 11:29 AM^Resolved^18/Sep/19 3:07 AM^Fixed
Bug^ENG-252277^608048^AHV Pressured updates erroneous nr_hugepages ^ahv-eng^shyam.rajendran^AHV^^^Critical - P1^09/Sep/19 10:52 PM^Resolved^11/Jan/20 3:03 AM^Fixed
Improvement^ENG-252014^607607^NCC check vm_vhw_remote_check fails for VMs virtual with hw version 15 ^yuvraj.kamble^syam.mohan^Uhura^^^Critical - P1^08/Sep/19 6:57 PM^Pending Merge^^
Bug^ENG-251461^606543^AHV crash due to Redhat bug BZ1251577^jonathan.davies^ivan.teterevkov^AHV^^^Major - P2^05/Sep/19 6:44 PM^Resolved^09/Jan/20 4:10 PM^Fixed
Bug^ENG-251109^605960^Add guardrails when fencing storage during HA failover^dipika.darshan^dhruv.jogi^AHV-Management^^^Critical - P1^04/Sep/19 8:48 PM^Resolved^26/Oct/19 10:39 AM^Fixed
Bug^ENG-250083^603355^Intel X722 [i40e] - CVM goes dead during NIC Macro Testing^ramya.rangaswamaiah^suresh.gumpula^AHV^^^Blocker - P0^29/Aug/19 10:22 PM^Closed^04/Oct/19 3:35 AM^Fixed
Bug^ENG-250009^603170^Avoid ha_priority field checks in VM creates/updates^bhuvnesh.jain^bhuvnesh.jain^AHV-Management^^^Critical - P1^29/Aug/19 2:21 PM^Closed^08/Sep/19 9:48 AM^Fixed
Bug^ENG-248617^600078^No Error message when incorrect file type is uploaded in the custom script option while creating a VM^jsims^jsims^AHV-Management^^^Trivial - P4^23/Aug/19 4:39 PM^Resolved^24/Oct/19 10:56 PM^Fixed
Improvement^ENG-248367^599949^Enhance qemu log parsing to detect unexpected shutdowns during reconciliation^dli^prema.kolli^AHV-Management^^^Critical - P1^23/Aug/19 2:52 AM^Closed^28/Nov/19 5:01 AM^Fixed
Bug^ENG-247729^598711^UncaughtException unable to map backing store for guest RAM: Cannot allocate memory^scheduler-eng^dhruv.jogi^AHV-Management^^^Critical - P1^21/Aug/19 4:32 AM^Open^^
Bug^ENG-247630^598413^[PC/SSP] Incorrect networks are observed in SSP for the projects in PC UI ^kern.qian^chris.guan^AHV-Management^^^Critical - P1^20/Aug/19 5:37 PM^Open^^
Bug^ENG-246822^596746^"After vm migration, stale VM still be displayed. Delete stale VM through PC UI will delete both stale vm and new migrate live vm"^leo.gao^shubham.agrawal^Arithmos^Uhura^^Critical - P1^16/Aug/19 1:07 AM^Resolved^28/Oct/19 11:19 AM^Fixed
Bug^ENG-246741^596623^VM disk add fails for disks smaller than 0.0001GB^suryaprabha.k^chris.guan^AHV-Management^^^Major - P2^15/Aug/19 4:38 AM^Resolved^09/Jan/20 11:42 PM^Fixed
Bug^ENG-246616^596272^acropolis: boot device read only leads to cluster wide control plane outages^robert^robert^AHV-Management^^^Critical - P1^14/Aug/19 7:56 PM^Resolved^20/Dec/19 11:31 PM^Fixed
Bug^ENG-246229^594744^When Unmarking the VM as Agent VM the ha_priority is not changed^bhuvnesh.jain^bhuvnesh.jain^AHV-Management^^^Major - P2^13/Aug/19 2:39 PM^Closed^16/Nov/19 6:12 AM^Fixed
Bug^ENG-246165^594725^AHV Guest OS not populated^kern.qian^jsims^AHV-Management^^^Major - P2^13/Aug/19 11:30 AM^Resolved^30/Aug/19 10:09 PM^Fixed
Improvement^ENG-245700^593571^[AHV] Create script to rename AHV hosts^kern.qian^prerna.saxena^AHV^AHV-Management^Infrastructure^Critical - P1^09/Aug/19 7:35 PM^Open^^
Bug^ENG-245637^593701^SSP User: Only One Disk/ISO selected if search is used^askar.ipm^glenn.ryan^AHV-Management^^^Major - P2^09/Aug/19 1:43 PM^Resolved^05/Dec/19 9:30 PM^Fixed
Improvement^ENG-245003^592111^Acropolis should explicitly check for node state during host_removal callback.^jayarama.koppenedi^bhuvnesh.jain^AHV-Management^^^Critical - P1^07/Aug/19 4:48 AM^Closed^30/Dec/19 11:41 PM^Fixed
Improvement^ENG-245002^592110^Acropolis host_removal_watch should watch for non-AHV hosts too^jayarama.koppenedi^bhuvnesh.jain^AHV-Management^^^Critical - P1^07/Aug/19 4:44 AM^Closed^31/Dec/19 12:45 AM^Fixed
Bug^ENG-244707^591440^Uhura should give up leadership when node is marked as degraded ^saurabh.jain^infra_torch_bearer^Uhura^^^Major - P2^06/Aug/19 4:06 AM^Need Info^^
Bug^ENG-244397^590592^Hard lock in wait_lapic_expire^bruce.gao^suresh.gumpula^AHV^^^Major - P2^04/Aug/19 1:59 PM^Resolved^20/Aug/19 11:36 PM^Fixed
Bug^ENG-244356^590246^VM names can end in blank space^kern.qian^jsims^AHV-Management^^^Major - P2^03/Aug/19 3:52 AM^Resolved^28/Aug/19 8:16 PM^Fixed
Improvement^ENG-244335^590216^Host upgrade pre-check to warn customer about ENG-209770^ahv-eng^suresh.gumpula^AHV^AHV-Management^^Major - P2^03/Aug/19 2:22 AM^Open^^
Improvement^ENG-242390^585412^CPU ready percent for VM on Prism is different with Vcenter^parth.gupta1^parth.gupta1^Uhura^^^Critical - P1^26/Jul/19 2:24 PM^Closed^26/Sep/19 7:57 PM^Fixed
Improvement^ENG-241033^581903^Show pop-up on Prism UI whenever anti-affinity rules for a set of VMs are violated ^scheduler-eng^scheduler-eng^AHV-Management^^^Critical - P1^19/Jul/19 5:39 PM^Open^^
Bug^ENG-241022^581889^VM Type for FSVM changes to kGuestVM after upgrade to 3.5.1^udaya.das^deepanshu.singhal^Uhura^^^Critical - P1^19/Jul/19 4:29 PM^Closed^07/Aug/19 11:19 AM^Fixed
Bug^ENG-240893^581609^"AHV Upgrade hangs with ""stderr: chmod: changing permissions of `/mnt/DRACRW': Operation not permitted """^sonny.li^ani.sinha^AHV^^^Critical - P1^19/Jul/19 4:25 AM^Resolved^20/Aug/19 11:36 PM^Fixed
Bug^ENG-240491^580484^[Xi-CHDR] Failback from xi to onprem resulted in 95/100 vms being deleted^rahul.nair^raja.thota^Uhura^^^Critical - P1^17/Jul/19 12:42 PM^Closed^12/Nov/19 4:37 AM^Fixed
Bug^ENG-240409^580405^[Smartbox Experience] Nodes having issues after expand cluster due to acropolis service on Master Node^acropolis^robert^AHV-Management^^^Major - P2^17/Jul/19 5:02 AM^Closed^13/Aug/19 5:44 AM^Fixed
Bug^ENG-239999^579476^Unable to change VM boot type from UEFI to BIOS: AttributeError: 'AcropolisVm' object has no attribute 'delete_nvram_vmdisk'^michael.shone^prerna.saxena^AHV-Management^^^Critical - P1^16/Jul/19 1:26 AM^Resolved^09/Sep/19 10:18 AM^Fixed
Bug^ENG-239950^579274^iSCSI Failover Enhancement: Make it deterministic and under five seconds^bruce.gao^raphael.norwitz^AHV^^^Critical - P1^15/Jul/19 6:35 PM^Resolved^04/Oct/19 3:35 AM^Fixed
Bug^ENG-239921^579363^Uhura looking for AHV node in Vcenter in case of mixed hypervisor setup^shubham.agarwal^shubham.agrawal^Uhura^^^Critical - P1^15/Jul/19 4:47 PM^Resolved^16/Sep/19 12:17 PM^Fixed
Bug^ENG-239468^578302^Shows 500 error when create VM button is selected^shashank.kumar^suraj.kasi^AHV-Management^^^Critical - P1^12/Jul/19 2:22 AM^Resolved^11/Sep/19 11:32 PM^Fixed
Bug^ENG-238788^575889^acropolis: limit the outstanding migrations to 1 on a 1G link^Sai.Vishalk^Sai.Vishalk^AHV-Management^^^Critical - P1^09/Jul/19 5:21 PM^Resolved^28/Oct/19 11:07 AM^Fixed
Bug^ENG-238228^569242^LCM Update to upgrade Karbon from 0.8.2 to 1.0.1 is failing with Catalog creation failure^saurabh.dohare^alejand.mier^AHV-Management^^^Major - P2^05/Jul/19 12:00 PM^Closed^22/Aug/19 10:26 AM^Fixed
Bug^ENG-238206^568638^AHV crash - kernel/futex.c - AOS 5.10.3.2 - AHV 20170830.270^ani.sinha^ani.sinha^AHV^^^Critical - P1^05/Jul/19 10:03 AM^Closed^20/Aug/19 11:36 PM^Fixed
Bug^ENG-237525^566045^Mount ISO not listing the available disk in the cluster^kern.qian^chris.guan^AHV-Management^^^Critical - P1^02/Jul/19 12:31 PM^Closed^11/Oct/19 3:09 AM^Fixed
Improvement^ENG-237341^565583^Optimize lazan queries for non-AHV managed VMs^scheduler-eng^nevena.milinkovic^AHV-Management^^^Major - P2^01/Jul/19 11:42 PM^Open^^
Bug^ENG-237230^565329^uhura: high network traffic between CVMs and vcenter^parth.gupta1^parth.gupta1^Uhura^^^Critical - P1^01/Jul/19 3:58 PM^Closed^14/Aug/19 9:54 AM^Fixed
Bug^ENG-236742^563245^Windows crash due to StatWorkItem of balloon device context is null^bruce.gao^peter.turschm^AHV^^^Critical - P1^27/Jun/19 3:52 PM^Open^^
Improvement^ENG-236457^562726^Part 3: Reduce Ergon Memory consumption & improve efficiency^bhuvnesh.jain^monica.jeyachandran^AHV-Management^Ergon^^Critical - P1^26/Jun/19 3:08 PM^Open^^
Improvement^ENG-235748^560430^acropolis: ha tasks are stuck because of not being able to post an alert.^sundara.sundhar^sudhakar.kamanboina^AHV-Management^^^Critical - P1^21/Jun/19 11:37 PM^Resolved^05/Oct/19 4:40 AM^Fixed
